,player,pl_acc,pl_pps,min_start,min_mid,min_end,shots_count,shots_made,shots_freq,shots_acc,group
6529,Keita Bates-Diop,47.4,100.0,3,2.5,3,0,0,0.0,0.0,MIN
6530,Kelan Martin,31.6,73.7,3,2.5,3,0,0,0.0,0.0,MIN
6531,Malik Beasley,38.5,101.9,3,2.5,3,4,2,3.6,50.0,MIN
6532,Jarrett Culver,43.8,100.0,3,2.5,3,9,5,8.1,55.6,MIN
6533,Gorgui Dieng,45.9,109.8,3,2.5,3,10,4,9.0,40.0,MIN
6534,Jeff Teague,43.3,95.9,3,2.5,3,2,0,1.8,0.0,MIN
6535,Josh Okogie,45.6,98.9,3,2.5,3,6,3,5.4,50.0,MIN
6536,Shabazz Napier,50.6,120.0,3,2.5,3,6,1,5.4,16.7,MIN
6537,Robert Covington,42.7,109.8,3,2.5,3,19,11,17.1,57.9,MIN
6538,Karl-Anthony Towns,56.8,134.3,3,2.5,3,19,12,17.1,63.2,MIN
6539,Andrew Wiggins,44.8,101.0,3,2.5,3,23,14,20.7,60.9,MIN
6540,Noah Vonleh,53.1,109.4,4,3.5,4,0,0,0.0,0.0,MIN
6541,Others,40.3,88.2,4,3.5,4,0,0,0.0,0.0,MIN
6542,Jake Layman,50.0,122.5,4,3.5,4,0,0,0.0,0.0,MIN
6543,James Johnson,44.2,104.7,4,3.5,4,2,2,1.8,100.0,MIN
6544,Naz Reid,36.7,83.3,4,3.5,4,2,1,1.8,50.0,MIN
6545,Treveon Graham,28.8,63.5,4,3.5,4,3,0,2.8,0.0,MIN
6546,D'Angelo Russell,44.9,110.7,4,3.5,4,3,2,2.8,66.7,MIN
6547,Juancho Hernangomez,46.4,117.9,4,3.5,4,2,1,1.8,50.0,MIN
6548,Jordan McLaughlin,40.0,100.0,4,3.5,4,2,1,1.8,50.0,MIN
6549,Keita Bates-Diop,47.4,100.0,4,3.5,4,1,1,0.9,100.0,MIN
6550,Kelan Martin,31.6,73.7,4,3.5,4,1,0,0.9,0.0,MIN
6551,Malik Beasley,38.5,101.9,4,3.5,4,1,0,0.9,0.0,MIN
6552,Jarrett Culver,43.8,100.0,4,3.5,4,13,9,11.9,69.2,MIN
6553,Gorgui Dieng,45.9,109.8,4,3.5,4,6,3,5.5,50.0,MIN
6554,Jeff Teague,43.3,95.9,4,3.5,4,9,5,8.3,55.6,MIN
6555,Josh Okogie,45.6,98.9,4,3.5,4,4,0,3.7,0.0,MIN
6556,Shabazz Napier,50.6,120.0,4,3.5,4,9,5,8.3,55.6,MIN
6557,Robert Covington,42.7,109.8,4,3.5,4,15,8,13.8,53.3,MIN
6558,Karl-Anthony Towns,56.8,134.3,4,3.5,4,16,7,14.7,43.8,MIN
6559,Andrew Wiggins,44.8,101.0,4,3.5,4,20,11,18.3,55.0,MIN
6560,Noah Vonleh,53.1,109.4,5,4.5,5,0,0,0.0,0.0,MIN
6561,Others,40.3,88.2,5,4.5,5,0,0,0.0,0.0,MIN
6562,Jake Layman,50.0,122.5,5,4.5,5,0,0,0.0,0.0,MIN
6563,James Johnson,44.2,104.7,5,4.5,5,1,1,0.9,100.0,MIN
6564,Naz Reid,36.7,83.3,5,4.5,5,0,0,0.0,0.0,MIN
6565,Treveon Graham,28.8,63.5,5,4.5,5,5,0,4.5,0.0,MIN
6566,D'Angelo Russell,44.9,110.7,5,4.5,5,3,2,2.7,66.7,MIN
6567,Juancho Hernangomez,46.4,117.9,5,4.5,5,1,1,0.9,100.0,MIN
6568,Jordan McLaughlin,40.0,100.0,5,4.5,5,0,0,0.0,0.0,MIN
6569,Keita Bates-Diop,47.4,100.0,5,4.5,5,0,0,0.0,0.0,MIN
6570,Kelan Martin,31.6,73.7,5,4.5,5,2,2,1.8,100.0,MIN
6571,Malik Beasley,38.5,101.9,5,4.5,5,5,4,4.5,80.0,MIN
6572,Jarrett Culver,43.8,100.0,5,4.5,5,10,5,9.0,50.0,MIN
6573,Gorgui Dieng,45.9,109.8,5,4.5,5,9,3,8.1,33.3,MIN
6574,Jeff Teague,43.3,95.9,5,4.5,5,3,1,2.7,33.3,MIN
6575,Josh Okogie,45.6,98.9,5,4.5,5,9,4,8.1,44.4,MIN
6576,Shabazz Napier,50.6,120.0,5,4.5,5,4,1,3.6,25.0,MIN
6577,Robert Covington,42.7,109.8,5,4.5,5,16,9,14.4,56.2,MIN
6578,Karl-Anthony Towns,56.8,134.3,5,4.5,5,21,10,18.9,47.6,MIN
6579,Andrew Wiggins,44.8,101.0,5,4.5,5,22,8,19.8,36.4,MIN
6580,Noah Vonleh,53.1,109.4,6,5.5,6,1,1,0.9,100.0,MIN
6581,Others,40.3,88.2,6,5.5,6,1,1,0.9,100.0,MIN
6582,Jake Layman,50.0,122.5,6,5.5,6,3,1,2.8,33.3,MIN
6583,James Johnson,44.2,104.7,6,5.5,6,2,1,1.9,50.0,MIN
6584,Naz Reid,36.7,83.3,6,5.5,6,0,0,0.0,0.0,MIN
6585,Treveon Graham,28.8,63.5,6,5.5,6,1,0,0.9,0.0,MIN
6586,D'Angelo Russell,44.9,110.7,6,5.5,6,4,3,3.7,75.0,MIN
6587,Juancho Hernangomez,46.4,117.9,6,5.5,6,2,1,1.9,50.0,MIN
6588,Jordan McLaughlin,40.0,100.0,6,5.5,6,1,0,0.9,0.0,MIN
6589,Keita Bates-Diop,47.4,100.0,6,5.5,6,1,0,0.9,0.0,MIN
6590,Kelan Martin,31.6,73.7,6,5.5,6,3,2,2.8,66.7,MIN
6591,Malik Beasley,38.5,101.9,6,5.5,6,3,2,2.8,66.7,MIN
6592,Jarrett Culver,43.8,100.0,6,5.5,6,12,4,11.1,33.3,MIN
6593,Gorgui Dieng,45.9,109.8,6,5.5,6,2,1,1.9,50.0,MIN
6594,Jeff Teague,43.3,95.9,6,5.5,6,3,2,2.8,66.7,MIN
6595,Josh Okogie,45.6,98.9,6,5.5,6,8,5,7.4,62.5,MIN
6596,Shabazz Napier,50.6,120.0,6,5.5,6,11,9,10.2,81.8,MIN
6597,Robert Covington,42.7,109.8,6,5.5,6,18,2,16.7,11.1,MIN
6598,Karl-Anthony Towns,56.8,134.3,6,5.5,6,11,6,10.2,54.5,MIN
6599,Andrew Wiggins,44.8,101.0,6,5.5,6,21,11,19.4,52.4,MIN
6600,Noah Vonleh,53.1,109.4,7,6.5,7,2,2,2.0,100.0,MIN
6601,Others,40.3,88.2,7,6.5,7,3,1,3.1,33.3,MIN
6602,Jake Layman,50.0,122.5,7,6.5,7,3,1,3.1,33.3,MIN
6603,James Johnson,44.2,104.7,7,6.5,7,2,1,2.0,50.0,MIN
6604,Naz Reid,36.7,83.3,7,6.5,7,3,0,3.1,0.0,MIN
6605,Treveon Graham,28.8,63.5,7,6.5,7,1,0,1.0,0.0,MIN
6606,D'Angelo Russell,44.9,110.7,7,6.5,7,2,0,2.0,0.0,MIN
6607,Juancho Hernangomez,46.4,117.9,7,6.5,7,0,0,0.0,0.0,MIN
6608,Jordan McLaughlin,40.0,100.0,7,6.5,7,1,1,1.0,100.0,MIN
6609,Keita Bates-Diop,47.4,100.0,7,6.5,7,1,0,1.0,0.0,MIN
6610,Kelan Martin,31.6,73.7,7,6.5,7,2,1,2.0,50.0,MIN
6611,Malik Beasley,38.5,101.9,7,6.5,7,4,1,4.1,25.0,MIN
6612,Jarrett Culver,43.8,100.0,7,6.5,7,11,3,11.2,27.3,MIN
6613,Gorgui Dieng,45.9,109.8,7,6.5,7,3,2,3.1,66.7,MIN
6614,Jeff Teague,43.3,95.9,7,6.5,7,10,7,10.2,70.0,MIN
6615,Josh Okogie,45.6,98.9,7,6.5,7,12,4,12.2,33.3,MIN
6616,Shabazz Napier,50.6,120.0,7,6.5,7,2,0,2.0,0.0,MIN
6617,Robert Covington,42.7,109.8,7,6.5,7,7,3,7.1,42.9,MIN
6618,Karl-Anthony Towns,56.8,134.3,7,6.5,7,13,9,13.3,69.2,MIN
6619,Andrew Wiggins,44.8,101.0,7,6.5,7,16,6,16.3,37.5,MIN
6620,Noah Vonleh,53.1,109.4,8,7.5,8,3,1,2.9,33.3,MIN
6621,Others,40.3,88.2,8,7.5,8,3,0,2.9,0.0,MIN
6622,Jake Layman,50.0,122.5,8,7.5,8,7,3,6.9,42.9,MIN
6623,James Johnson,44.2,104.7,8,7.5,8,2,1,2.0,50.0,MIN
6624,Naz Reid,36.7,83.3,8,7.5,8,4,0,3.9,0.0,MIN
6625,Treveon Graham,28.8,63.5,8,7.5,8,3,2,2.9,66.7,MIN
6626,D'Angelo Russell,44.9,110.7,8,7.5,8,2,0,2.0,0.0,MIN
6627,Juancho Hernangomez,46.4,117.9,8,7.5,8,0,0,0.0,0.0,MIN
6628,Jordan McLaughlin,40.0,100.0,8,7.5,8,0,0,0.0,0.0,MIN
6629,Keita Bates-Diop,47.4,100.0,8,7.5,8,2,0,2.0,0.0,MIN
6630,Kelan Martin,31.6,73.7,8,7.5,8,5,2,4.9,40.0,MIN
6631,Malik Beasley,38.5,101.9,8,7.5,8,1,0,1.0,0.0,MIN
6632,Jarrett Culver,43.8,100.0,8,7.5,8,10,4,9.8,40.0,MIN
6633,Gorgui Dieng,45.9,109.8,8,7.5,8,0,0,0.0,0.0,MIN
6634,Jeff Teague,43.3,95.9,8,7.5,8,5,0,4.9,0.0,MIN
6635,Josh Okogie,45.6,98.9,8,7.5,8,6,3,5.9,50.0,MIN
6636,Shabazz Napier,50.6,120.0,8,7.5,8,6,3,5.9,50.0,MIN
6637,Robert Covington,42.7,109.8,8,7.5,8,14,7,13.7,50.0,MIN
6638,Karl-Anthony Towns,56.8,134.3,8,7.5,8,14,10,13.7,71.4,MIN
6639,Andrew Wiggins,44.8,101.0,8,7.5,8,15,7,14.7,46.7,MIN
6640,Noah Vonleh,53.1,109.4,9,8.5,9,7,4,6.7,57.1,MIN
6641,Others,40.3,88.2,9,8.5,9,3,2,2.9,66.7,MIN
6642,Jake Layman,50.0,122.5,9,8.5,9,6,3,5.8,50.0,MIN
6643,James Johnson,44.2,104.7,9,8.5,9,2,0,1.9,0.0,MIN
6644,Naz Reid,36.7,83.3,9,8.5,9,4,3,3.8,75.0,MIN
6645,Treveon Graham,28.8,63.5,9,8.5,9,5,1,4.8,20.0,MIN
6646,D'Angelo Russell,44.9,110.7,9,8.5,9,2,1,1.9,50.0,MIN
6647,Juancho Hernangomez,46.4,117.9,9,8.5,9,0,0,0.0,0.0,MIN
6648,Jordan McLaughlin,40.0,100.0,9,8.5,9,2,2,1.9,100.0,MIN
6649,Keita Bates-Diop,47.4,100.0,9,8.5,9,3,0,2.9,0.0,MIN
6650,Kelan Martin,31.6,73.7,9,8.5,9,6,2,5.8,33.3,MIN
6651,Malik Beasley,38.5,101.9,9,8.5,9,0,0,0.0,0.0,MIN
6652,Jarrett Culver,43.8,100.0,9,8.5,9,13,3,12.5,23.1,MIN
6653,Gorgui Dieng,45.9,109.8,9,8.5,9,1,1,1.0,100.0,MIN
6654,Jeff Teague,43.3,95.9,9,8.5,9,13,6,12.5,46.2,MIN
6655,Josh Okogie,45.6,98.9,9,8.5,9,9,5,8.7,55.6,MIN
6656,Shabazz Napier,50.6,120.0,9,8.5,9,3,3,2.9,100.0,MIN
6657,Robert Covington,42.7,109.8,9,8.5,9,6,1,5.8,16.7,MIN
6658,Karl-Anthony Towns,56.8,134.3,9,8.5,9,10,6,9.6,60.0,MIN
6659,Andrew Wiggins,44.8,101.0,9,8.5,9,9,3,8.7,33.3,MIN
6660,Noah Vonleh,53.1,109.4,10,9.5,10,7,2,7.2,28.6,MIN
6661,Others,40.3,88.2,10,9.5,10,7,2,7.2,28.6,MIN
6662,Jake Layman,50.0,122.5,10,9.5,10,6,3,6.2,50.0,MIN
6663,James Johnson,44.2,104.7,10,9.5,10,5,1,5.2,20.0,MIN
6664,Naz Reid,36.7,83.3,10,9.5,10,0,0,0.0,0.0,MIN
6665,Treveon Graham,28.8,63.5,10,9.5,10,2,1,2.1,50.0,MIN
6666,D'Angelo Russell,44.9,110.7,10,9.5,10,2,1,2.1,50.0,MIN
6667,Juancho Hernangomez,46.4,117.9,10,9.5,10,0,0,0.0,0.0,MIN
6668,Jordan McLaughlin,40.0,100.0,10,9.5,10,2,0,2.1,0.0,MIN
6669,Keita Bates-Diop,47.4,100.0,10,9.5,10,3,2,3.1,66.7,MIN
6670,Kelan Martin,31.6,73.7,10,9.5,10,4,1,4.1,25.0,MIN
6671,Malik Beasley,38.5,101.9,10,9.5,10,4,2,4.1,50.0,MIN
6672,Jarrett Culver,43.8,100.0,10,9.5,10,12,6,12.4,50.0,MIN
6673,Gorgui Dieng,45.9,109.8,10,9.5,10,4,2,4.1,50.0,MIN
6674,Jeff Teague,43.3,95.9,10,9.5,10,8,5,8.2,62.5,MIN
6675,Josh Okogie,45.6,98.9,10,9.5,10,5,3,5.2,60.0,MIN
6676,Shabazz Napier,50.6,120.0,10,9.5,10,6,2,6.2,33.3,MIN
6677,Robert Covington,42.7,109.8,10,9.5,10,3,0,3.1,0.0,MIN
6678,Karl-Anthony Towns,56.8,134.3,10,9.5,10,7,5,7.2,71.4,MIN
6679,Andrew Wiggins,44.8,101.0,10,9.5,10,10,1,10.3,10.0,MIN
6680,Noah Vonleh,53.1,109.4,11,10.5,11,7,3,7.0,42.9,MIN
6681,Others,40.3,88.2,11,10.5,11,4,3,4.0,75.0,MIN
6682,Jake Layman,50.0,122.5,11,10.5,11,6,3,6.0,50.0,MIN
6683,James Johnson,44.2,104.7,11,10.5,11,1,1,1.0,100.0,MIN
6684,Naz Reid,36.7,83.3,11,10.5,11,4,1,4.0,25.0,MIN
6685,Treveon Graham,28.8,63.5,11,10.5,11,2,0,2.0,0.0,MIN
6686,D'Angelo Russell,44.9,110.7,11,10.5,11,0,0,0.0,0.0,MIN
6687,Juancho Hernangomez,46.4,117.9,11,10.5,11,1,0,1.0,0.0,MIN
6688,Jordan McLaughlin,40.0,100.0,11,10.5,11,1,1,1.0,100.0,MIN
6689,Keita Bates-Diop,47.4,100.0,11,10.5,11,9,3,9.0,33.3,MIN
6690,Kelan Martin,31.6,73.7,11,10.5,11,9,2,9.0,22.2,MIN
6691,Malik Beasley,38.5,101.9,11,10.5,11,2,1,2.0,50.0,MIN
6692,Jarrett Culver,43.8,100.0,11,10.5,11,12,7,12.0,58.3,MIN
6693,Gorgui Dieng,45.9,109.8,11,10.5,11,5,2,5.0,40.0,MIN
6694,Jeff Teague,43.3,95.9,11,10.5,11,7,4,7.0,57.1,MIN
6695,Josh Okogie,45.6,98.9,11,10.5,11,12,4,12.0,33.3,MIN
6696,Shabazz Napier,50.6,120.0,11,10.5,11,1,1,1.0,100.0,MIN
6697,Robert Covington,42.7,109.8,11,10.5,11,3,0,3.0,0.0,MIN
6698,Karl-Anthony Towns,56.8,134.3,11,10.5,11,8,6,8.0,75.0,MIN
6699,Andrew Wiggins,44.8,101.0,11,10.5,11,6,6,6.0,100.0,MIN
6700,Noah Vonleh,53.1,109.4,12,11.5,12,5,4,3.9,80.0,MIN
6701,Others,40.3,88.2,12,11.5,12,4,2,3.1,50.0,MIN
6702,Jake Layman,50.0,122.5,12,11.5,12,8,5,6.3,62.5,MIN
6703,James Johnson,44.2,104.7,12,11.5,12,4,2,3.1,50.0,MIN
6704,Naz Reid,36.7,83.3,12,11.5,12,4,1,3.1,25.0,MIN
6705,Treveon Graham,28.8,63.5,12,11.5,12,2,1,1.6,50.0,MIN
6706,D'Angelo Russell,44.9,110.7,12,11.5,12,0,0,0.0,0.0,MIN
6707,Juancho Hernangomez,46.4,117.9,12,11.5,12,2,1,1.6,50.0,MIN
6708,Jordan McLaughlin,40.0,100.0,12,11.5,12,6,1,4.7,16.7,MIN
6709,Keita Bates-Diop,47.4,100.0,12,11.5,12,17,11,13.4,64.7,MIN
6710,Kelan Martin,31.6,73.7,12,11.5,12,3,0,2.4,0.0,MIN
6711,Malik Beasley,38.5,101.9,12,11.5,12,2,1,1.6,50.0,MIN
6712,Jarrett Culver,43.8,100.0,12,11.5,12,15,6,11.8,40.0,MIN
6713,Gorgui Dieng,45.9,109.8,12,11.5,12,4,4,3.1,100.0,MIN
6714,Jeff Teague,43.3,95.9,12,11.5,12,12,2,9.4,16.7,MIN
6715,Josh Okogie,45.6,98.9,12,11.5,12,8,5,6.3,62.5,MIN
6716,Shabazz Napier,50.6,120.0,12,11.5,12,10,5,7.9,50.0,MIN
6717,Robert Covington,42.7,109.8,12,11.5,12,1,0,0.8,0.0,MIN
6718,Karl-Anthony Towns,56.8,134.3,12,11.5,12,7,2,5.5,28.6,MIN
6719,Andrew Wiggins,44.8,101.0,12,11.5,12,13,4,10.2,30.8,MIN
6720,Noah Vonleh,61.5,126.9,13,12.5,13,7,5,8.5,71.4,MIN
6721,Others,40.3,88.2,13,12.5,13,6,2,7.3,33.3,MIN
6722,Jake Layman,36.4,81.8,13,12.5,13,4,3,4.9,75.0,MIN
6723,James Johnson,37.5,87.5,13,12.5,13,0,0,0.0,0.0,MIN
6724,Naz Reid,40.0,96.0,13,12.5,13,5,1,6.1,20.0,MIN
6725,Treveon Graham,26.5,61.2,13,12.5,13,1,0,1.2,0.0,MIN
6726,D'Angelo Russell,44.9,108.4,13,12.5,13,0,0,0.0,0.0,MIN
6727,Juancho Hernangomez,34.8,84.8,13,12.5,13,1,0,1.2,0.0,MIN
6728,Jordan McLaughlin,60.0,148.6,13,12.5,13,4,2,4.9,50.0,MIN
6729,Keita Bates-Diop,41.0,100.0,13,12.5,13,5,2,6.1,40.0,MIN
6730,Kelan Martin,38.5,92.3,13,12.5,13,5,1,6.1,20.0,MIN
6731,Malik Beasley,48.4,121.1,13,12.5,13,1,0,1.2,0.0,MIN
6732,Jarrett Culver,41.0,90.2,13,12.5,13,11,6,13.4,54.5,MIN
6733,Gorgui Dieng,46.3,110.5,13,12.5,13,6,1,7.3,16.7,MIN
6734,Jeff Teague,42.5,93.8,13,12.5,13,4,2,4.9,50.0,MIN
6735,Josh Okogie,41.9,92.5,13,12.5,13,6,3,7.3,50.0,MIN
6736,Shabazz Napier,40.0,98.7,13,12.5,13,4,1,4.9,25.0,MIN
6737,Robert Covington,47.5,114.8,13,12.5,13,1,0,1.2,0.0,MIN
6738,Karl-Anthony Towns,55.7,131.1,13,12.5,13,3,2,3.7,66.7,MIN
6739,Andrew Wiggins,41.9,94.1,13,12.5,13,8,2,9.8,25.0,MIN
6740,Noah Vonleh,61.5,126.9,14,13.5,14,3,1,3.0,33.3,MIN
6741,Others,40.3,88.2,14,13.5,14,1,0,1.0,0.0,MIN
6742,Jake Layman,36.4,81.8,14,13.5,14,5,1,5.0,20.0,MIN
6743,James Johnson,37.5,87.5,14,13.5,14,1,1,1.0,100.0,MIN
6744,Naz Reid,40.0,96.0,14,13.5,14,6,2,6.0,33.3,MIN
6745,Treveon Graham,26.5,61.2,14,13.5,14,5,2,5.0,40.0,MIN
6746,D'Angelo Russell,44.9,108.4,14,13.5,14,0,0,0.0,0.0,MIN
6747,Juancho Hernangomez,34.8,84.8,14,13.5,14,0,0,0.0,0.0,MIN
6748,Jordan McLaughlin,60.0,148.6,14,13.5,14,4,3,4.0,75.0,MIN
6749,Keita Bates-Diop,41.0,100.0,14,13.5,14,11,6,11.0,54.5,MIN
6750,Kelan Martin,38.5,92.3,14,13.5,14,5,3,5.0,60.0,MIN
6751,Malik Beasley,48.4,121.1,14,13.5,14,1,0,1.0,0.0,MIN
6752,Jarrett Culver,41.0,90.2,14,13.5,14,16,4,16.0,25.0,MIN
6753,Gorgui Dieng,46.3,110.5,14,13.5,14,9,4,9.0,44.4,MIN
6754,Jeff Teague,42.5,93.8,14,13.5,14,11,8,11.0,72.7,MIN
6755,Josh Okogie,41.9,92.5,14,13.5,14,5,1,5.0,20.0,MIN
6756,Shabazz Napier,40.0,98.7,14,13.5,14,3,2,3.0,66.7,MIN
6757,Robert Covington,47.5,114.8,14,13.5,14,4,4,4.0,100.0,MIN
6758,Karl-Anthony Towns,55.7,131.1,14,13.5,14,2,0,2.0,0.0,MIN
6759,Andrew Wiggins,41.9,94.1,14,13.5,14,8,3,8.0,37.5,MIN
6760,Noah Vonleh,61.5,126.9,15,14.5,15,2,1,2.0,50.0,MIN
6761,Others,40.3,88.2,15,14.5,15,3,0,2.9,0.0,MIN
6762,Jake Layman,36.4,81.8,15,14.5,15,5,3,4.9,60.0,MIN
6763,James Johnson,37.5,87.5,15,14.5,15,1,1,1.0,100.0,MIN
6764,Naz Reid,40.0,96.0,15,14.5,15,6,5,5.9,83.3,MIN
6765,Treveon Graham,26.5,61.2,15,14.5,15,5,0,4.9,0.0,MIN
6766,D'Angelo Russell,44.9,108.4,15,14.5,15,0,0,0.0,0.0,MIN
6767,Juancho Hernangomez,34.8,84.8,15,14.5,15,1,1,1.0,100.0,MIN
6768,Jordan McLaughlin,60.0,148.6,15,14.5,15,3,2,2.9,66.7,MIN
6769,Keita Bates-Diop,41.0,100.0,15,14.5,15,9,4,8.8,44.4,MIN
6770,Kelan Martin,38.5,92.3,15,14.5,15,5,1,4.9,20.0,MIN
6771,Malik Beasley,48.4,121.1,15,14.5,15,1,1,1.0,100.0,MIN
6772,Jarrett Culver,41.0,90.2,15,14.5,15,17,7,16.7,41.2,MIN
6773,Gorgui Dieng,46.3,110.5,15,14.5,15,8,3,7.8,37.5,MIN
6774,Jeff Teague,42.5,93.8,15,14.5,15,6,3,5.9,50.0,MIN
6775,Josh Okogie,41.9,92.5,15,14.5,15,4,2,3.9,50.0,MIN
6776,Shabazz Napier,40.0,98.7,15,14.5,15,4,3,3.9,75.0,MIN
6777,Robert Covington,47.5,114.8,15,14.5,15,7,4,6.9,57.1,MIN
6778,Karl-Anthony Towns,55.7,131.1,15,14.5,15,4,2,3.9,50.0,MIN
6779,Andrew Wiggins,41.9,94.1,15,14.5,15,11,7,10.8,63.6,MIN
6780,Noah Vonleh,61.5,126.9,16,15.5,16,2,2,1.8,100.0,MIN
6781,Others,40.3,88.2,16,15.5,16,4,2,3.6,50.0,MIN
6782,Jake Layman,36.4,81.8,16,15.5,16,5,1,4.5,20.0,MIN
6783,James Johnson,37.5,87.5,16,15.5,16,0,0,0.0,0.0,MIN
6784,Naz Reid,40.0,96.0,16,15.5,16,6,2,5.5,33.3,MIN
6785,Treveon Graham,26.5,61.2,16,15.5,16,4,0,3.6,0.0,MIN
6786,D'Angelo Russell,44.9,108.4,16,15.5,16,0,0,0.0,0.0,MIN
6787,Juancho Hernangomez,34.8,84.8,16,15.5,16,3,1,2.7,33.3,MIN
6788,Jordan McLaughlin,60.0,148.6,16,15.5,16,7,4,6.4,57.1,MIN
6789,Keita Bates-Diop,41.0,100.0,16,15.5,16,7,2,6.4,28.6,MIN
6790,Kelan Martin,38.5,92.3,16,15.5,16,1,0,0.9,0.0,MIN
6791,Malik Beasley,48.4,121.1,16,15.5,16,7,5,6.4,71.4,MIN
6792,Jarrett Culver,41.0,90.2,16,15.5,16,10,1,9.1,10.0,MIN
6793,Gorgui Dieng,46.3,110.5,16,15.5,16,12,5,10.9,41.7,MIN
6794,Jeff Teague,42.5,93.8,16,15.5,16,6,4,5.5,66.7,MIN
6795,Josh Okogie,41.9,92.5,16,15.5,16,4,2,3.6,50.0,MIN
6796,Shabazz Napier,40.0,98.7,16,15.5,16,5,1,4.5,20.0,MIN
6797,Robert Covington,47.5,114.8,16,15.5,16,8,4,7.3,50.0,MIN
6798,Karl-Anthony Towns,55.7,131.1,16,15.5,16,7,7,6.4,100.0,MIN
6799,Andrew Wiggins,41.9,94.1,16,15.5,16,12,4,10.9,33.3,MIN
6800,Noah Vonleh,61.5,126.9,17,16.5,17,3,1,2.6,33.3,MIN
6801,Others,40.3,88.2,17,16.5,17,5,1,4.3,20.0,MIN
6802,Jake Layman,36.4,81.8,17,16.5,17,1,0,0.9,0.0,MIN
6803,James Johnson,37.5,87.5,17,16.5,17,1,0,0.9,0.0,MIN
6804,Naz Reid,40.0,96.0,17,16.5,17,6,2,5.2,33.3,MIN
6805,Treveon Graham,26.5,61.2,17,16.5,17,2,1,1.7,50.0,MIN
6806,D'Angelo Russell,44.9,108.4,17,16.5,17,1,0,0.9,0.0,MIN
6807,Juancho Hernangomez,34.8,84.8,17,16.5,17,2,1,1.7,50.0,MIN
6808,Jordan McLaughlin,60.0,148.6,17,16.5,17,6,4,5.2,66.7,MIN
6809,Keita Bates-Diop,41.0,100.0,17,16.5,17,7,1,6.1,14.3,MIN
6810,Kelan Martin,38.5,92.3,17,16.5,17,3,1,2.6,33.3,MIN
6811,Malik Beasley,48.4,121.1,17,16.5,17,2,0,1.7,0.0,MIN
6812,Jarrett Culver,41.0,90.2,17,16.5,17,21,11,18.3,52.4,MIN
6813,Gorgui Dieng,46.3,110.5,17,16.5,17,7,2,6.1,28.6,MIN
6814,Jeff Teague,42.5,93.8,17,16.5,17,6,1,5.2,16.7,MIN
6815,Josh Okogie,41.9,92.5,17,16.5,17,9,3,7.8,33.3,MIN
6816,Shabazz Napier,40.0,98.7,17,16.5,17,6,3,5.2,50.0,MIN
6817,Robert Covington,47.5,114.8,17,16.5,17,13,8,11.3,61.5,MIN
6818,Karl-Anthony Towns,55.7,131.1,17,16.5,17,8,4,7.0,50.0,MIN
6819,Andrew Wiggins,41.9,94.1,17,16.5,17,6,4,5.2,66.7,MIN
6820,Noah Vonleh,61.5,126.9,18,17.5,18,2,1,1.9,50.0,MIN
6821,Others,40.3,88.2,18,17.5,18,1,1,1.0,100.0,MIN
6822,Jake Layman,36.4,81.8,18,17.5,18,2,1,1.9,50.0,MIN
6823,James Johnson,37.5,87.5,18,17.5,18,0,0,0.0,0.0,MIN
6824,Naz Reid,40.0,96.0,18,17.5,18,7,4,6.8,57.1,MIN
6825,Treveon Graham,26.5,61.2,18,17.5,18,5,2,4.9,40.0,MIN
6826,D'Angelo Russell,44.9,108.4,18,17.5,18,4,3,3.9,75.0,MIN
6827,Juancho Hernangomez,34.8,84.8,18,17.5,18,3,2,2.9,66.7,MIN
6828,Jordan McLaughlin,60.0,148.6,18,17.5,18,1,1,1.0,100.0,MIN
6829,Keita Bates-Diop,41.0,100.0,18,17.5,18,6,2,5.8,33.3,MIN
6830,Kelan Martin,38.5,92.3,18,17.5,18,2,2,1.9,100.0,MIN
6831,Malik Beasley,48.4,121.1,18,17.5,18,3,2,2.9,66.7,MIN
6832,Jarrett Culver,41.0,90.2,18,17.5,18,13,8,12.6,61.5,MIN
6833,Gorgui Dieng,46.3,110.5,18,17.5,18,4,3,3.9,75.0,MIN
6834,Jeff Teague,42.5,93.8,18,17.5,18,3,3,2.9,100.0,MIN
6835,Josh Okogie,41.9,92.5,18,17.5,18,6,3,5.8,50.0,MIN
6836,Shabazz Napier,40.0,98.7,18,17.5,18,3,1,2.9,33.3,MIN
6837,Robert Covington,47.5,114.8,18,17.5,18,13,5,12.6,38.5,MIN
6838,Karl-Anthony Towns,55.7,131.1,18,17.5,18,17,9,16.5,52.9,MIN
6839,Andrew Wiggins,41.9,94.1,18,17.5,18,8,4,7.8,50.0,MIN
6840,Noah Vonleh,61.5,126.9,19,18.5,19,3,2,2.7,66.7,MIN
6841,Others,40.3,88.2,19,18.5,19,4,0,3.6,0.0,MIN
6842,Jake Layman,36.4,81.8,19,18.5,19,1,0,0.9,0.0,MIN
6843,James Johnson,37.5,87.5,19,18.5,19,1,0,0.9,0.0,MIN
6844,Naz Reid,40.0,96.0,19,18.5,19,2,0,1.8,0.0,MIN
6845,Treveon Graham,26.5,61.2,19,18.5,19,2,0,1.8,0.0,MIN
6846,D'Angelo Russell,44.9,108.4,19,18.5,19,3,1,2.7,33.3,MIN
6847,Juancho Hernangomez,34.8,84.8,19,18.5,19,1,0,0.9,0.0,MIN
